,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
26067,302544,1,9,1,250,2,9,1,41
26068,30384194,2,56,0,99,3,1,2,328
26069,6805463,1,2,0,65,4,59,1,44
26070,141052003,2,46,0,55,1,5,4,155
26071,3607821,1,19,1,149,2,5,1,0
26073,77750223,4,57,0,40,3,10,2,156
26074,11589542,0,20,0,135,2,2,1,0
26075,149147829,4,72,2,45,1,0,1,0
26076,7913159,1,30,1,75,3,3,1,0
26077,29766155,1,2,1,200,1,0,1,0
26078,1143503,0,17,1,145,3,1,1,0
26079,45935256,1,26,1,160,1,5,1,0
26081,148737806,2,183,0,58,1,45,2,84
26082,28341776,0,16,0,120,3,5,2,0
26083,12972780,2,56,0,80,2,26,2,364
26085,87024253,0,29,1,115,2,7,1,0
26088,95416322,2,63,1,100,2,18,1,0
26090,76227113,1,45,1,245,2,57,1,54
26092,25718914,0,24,0,110,2,43,2,182
26093,27601846,1,2,1,183,2,3,1,37
26095,37038571,1,8,1,250,2,1,1,0
26096,12099193,0,20,1,275,2,0,1,0
26097,1334160,0,29,0,120,5,37,1,135
26098,6433797,1,14,0,89,2,1,1,0
26099,149294813,0,35,1,100,3,17,1,89
26100,149296548,0,21,0,59,3,29,1,63
26101,643120,0,12,0,50,4,56,4,8
26102,74633496,4,66,0,45,3,12,5,365
26103,28589041,0,6,0,50,1,1,2,0
26104,463061,2,129,0,49,2,8,2,96
26107,4732049,0,38,1,275,1,7,1,129
26108,149333702,1,30,1,125,2,4,1,0
26109,66096509,1,4,1,300,2,14,1,179
26115,149394434,2,44,0,23,1,0,1,0
26116,12568104,0,12,0,60,3,1,1,0
26118,145878384,0,15,0,70,5,11,7,278
26119,148544231,1,2,0,53,3,5,2,89
26122,1939209,4,142,0,60,4,30,2,179
26123,136104359,4,80,0,35,7,32,1,50
26124,42419832,2,56,1,179,3,5,1,0
26125,145878384,0,15,0,65,4,17,7,303
26126,4123240,0,15,0,75,4,2,1,0
26127,149475464,0,12,1,90,2,13,1,6
26128,1651791,1,11,0,114,1,10,1,0
26129,149483822,2,37,1,111,3,22,1,96
26130,148737806,2,183,0,58,1,65,2,84
26131,123370360,2,49,1,95,3,6,1,15
26132,36998610,1,52,1,220,1,1,1,0
26133,111969257,0,12,0,99,5,15,3,0
26135,35474485,0,12,0,55,5,61,1,53
26136,137264725,1,9,0,50,1,42,4,257
26139,87562955,0,21,0,35,7,1,1,0
26140,32626265,1,28,1,150,2,13,1,0
26141,57160283,0,6,1,75,2,20,1,0
26142,84932767,1,8,1,150,1,24,1,27
26144,38290241,0,20,1,350,6,0,1,0
26146,149618690,4,88,0,59,1,11,1,35
26147,34692684,1,19,0,140,2,0,1,0
26148,141931484,0,100,0,75,2,19,3,331
26149,56391145,0,20,1,184,2,0,2,0
26150,45074716,0,6,1,125,1,61,1,113
26153,105828086,0,22,0,75,2,25,4,0
26154,149707913,1,28,1,80,5,0,1,0
26155,7365834,0,82,1,137,2,2,5,350
26156,29867167,1,14,0,95,1,17,1,0
26157,23005126,2,180,0,125,3,0,1,363
26159,526338,0,21,1,115,1,22,1,0
26160,84562428,2,63,0,45,5,18,2,80
26161,125588995,4,72,0,55,1,46,1,46
26162,127887992,0,6,1,180,4,2,1,0
26163,24639450,2,44,0,55,2,0,1,0
26164,5582262,1,4,0,99,2,56,1,14
26165,13462349,1,14,1,200,2,40,1,288
26166,49700889,0,6,1,70,1,15,1,0
26167,2707299,0,33,1,125,5,40,1,88
26168,15271873,1,28,1,150,7,5,1,25
26169,41499146,1,2,1,164,2,11,1,18
26170,15246227,2,56,0,101,1,0,1,0
26171,5278391,0,12,0,60,2,3,2,1
26172,149867246,0,35,1,130,2,35,2,357
26173,149864933,2,103,0,150,2,0,1,83
26174,36920690,0,12,1,114,6,2,1,0
26176,3905466,0,3,1,250,3,3,1,0
26177,104836016,0,0,1,99,2,32,4,153
26178,26390396,1,1,1,209,2,25,1,0
26181,85016972,1,7,0,160,3,6,1,0
26182,104300362,2,103,0,45,4,17,1,314
26183,598896,0,12,1,250,2,3,2,184
26184,149962269,2,103,0,60,1,0,1,359
26185,34506361,1,5,2,120,1,47,2,365
26186,16323240,2,39,0,47,2,2,2,0
26187,68992648,1,2,0,53,2,47,1,0
26188,50855262,2,81,0,55,3,10,3,0
26190,75458625,2,39,0,78,2,20,4,365
26194,4079889,0,12,0,150,2,0,1,36
26195,8207362,0,6,0,60,1,21,2,82
26196,150032863,1,8,0,75,5,2,1,0
26197,127345864,0,54,0,38,7,37,4,29
26198,150038776,2,25,0,35,1,16,1,95
26199,44707578,1,2,1,115,5,0,1,0
26200,150111187,0,6,1,130,2,51,1,10
26201,150044472,0,10,1,159,2,5,2,0
26202,37904015,1,19,0,83,2,13,1,0
26203,10262386,0,16,1,225,3,12,1,47
26204,5299551,0,16,0,70,2,7,1,0
26205,83798461,0,16,0,70,1,4,1,0
26206,71375344,1,2,1,125,4,9,1,245
26208,12584768,0,12,0,75,1,0,1,0
26209,149722669,2,25,0,55,4,0,1,0
26210,6349846,1,23,1,198,2,5,1,0
26211,3002665,0,12,1,200,1,17,2,87
26212,19058010,0,21,1,102,2,10,1,0
26213,5761096,0,29,0,80,1,1,1,0
26214,30491140,1,2,0,350,7,6,1,0
26215,130785115,1,23,1,140,6,0,1,0
26216,3273275,0,12,1,155,2,6,1,4
26218,126466681,1,23,1,525,2,47,1,34
26219,1961411,1,2,1,200,4,2,1,0
26220,41407057,0,10,1,95,2,4,1,0
26221,93025114,0,6,0,35,3,0,1,0
26222,48276935,0,12,0,150,1,0,1,0
26223,110348515,0,20,0,98,2,7,1,0
26224,26019828,1,7,0,79,5,1,2,0
26226,31989023,1,68,0,87,3,6,1,0
26227,40120855,1,5,1,210,2,14,1,13
26228,3557641,1,4,1,150,5,31,1,24
26229,12123995,1,7,1,260,2,21,2,222
26230,20625215,1,4,1,121,3,10,1,0
26232,85722766,0,12,1,90,2,5,1,157
26233,878546,0,6,0,100,2,8,1,0
26234,9215509,0,3,1,250,5,6,2,354
26235,95999344,0,214,1,250,1,5,1,360
26236,411697,0,3,1,225,4,29,1,43
26239,150304209,2,85,1,85,2,59,1,36
26240,117492425,3,41,0,29,4,61,6,178
26241,118226205,0,12,0,85,3,15,3,19
26242,150345311,0,90,0,75,1,39,1,0
26243,8245913,1,8,1,330,3,0,1,0
26244,10220753,0,79,0,79,1,35,2,59
26246,70932642,1,30,0,78,2,4,1,0
26247,16795575,2,37,0,70,1,0,2,0
26248,150420341,2,152,1,113,2,55,1,297
26249,11638358,0,6,1,370,5,23,2,171
26251,139357580,2,49,0,60,1,48,8,128
26252,92474771,1,2,0,65,1,26,1,0
26253,22721010,1,30,1,103,4,18,1,0
26254,7337775,0,15,0,60,5,0,1,0
26255,79534925,1,28,0,65,4,10,1,0
26256,150482893,0,12,0,80,3,2,1,0
26258,63312104,2,37,0,60,1,39,6,359
26260,140293912,0,0,0,137,3,5,3,0
26261,30347639,0,79,1,150,3,5,1,83
26262,3630017,1,30,0,65,2,0,1,0
26265,71292398,0,21,0,50,3,2,1,0
26266,53953736,1,5,1,435,5,7,1,22
26267,15487773,1,14,0,100,2,4,1,0
26268,67268840,0,79,1,150,5,47,1,76
26269,150572903,3,41,0,85,2,0,2,356
26270,147196210,0,197,0,69,2,45,1,324
26273,117287,1,7,0,134,2,1,3,316
26274,127726243,0,20,1,200,7,6,1,0
26275,33782746,1,51,1,150,4,1,1,0
26276,59974573,2,81,1,99,4,5,2,5
26277,143041708,0,54,0,70,4,0,1,88
26280,42486495,2,159,1,450,7,0,1,0
26281,132158770,1,45,1,150,2,3,1,0
26283,103477264,2,85,0,45,1,30,1,0
26284,75216989,2,37,0,55,1,40,4,342
26286,52768036,1,19,0,85,1,44,1,19
26287,2492369,0,13,1,131,3,9,1,5
26288,3574249,0,16,1,169,4,6,1,16
26289,75248463,0,54,0,58,2,9,4,49
26291,150761245,0,13,1,200,3,53,1,75
26292,25969105,0,6,0,120,2,30,1,13
26293,149867246,0,35,0,75,1,1,2,342
26294,17921511,0,12,1,99,3,2,1,0
26295,42422823,0,21,1,120,4,3,1,0
26296,105828086,0,22,0,45,2,45,4,17
26297,25774748,2,37,0,89,1,4,2,179
26298,150846601,1,5,1,186,3,16,1,0
26299,150116246,2,56,0,70,3,5,1,0
26301,65302026,0,21,0,35,1,0,1,0
26302,49664910,0,3,1,134,2,17,1,0
26304,89715420,0,100,1,85,7,11,1,1
26305,119828457,0,21,0,80,3,60,4,336
26307,119828457,0,21,0,110,3,26,4,347
26308,27070796,0,12,1,139,2,7,1,37
26310,12703148,1,28,1,110,2,8,1,0
26311,10980826,1,71,0,110,1,41,1,3
26312,148394958,1,2,0,38,8,20,1,26
26313,6375186,0,0,0,100,1,28,1,21
26314,1378036,0,13,1,250,3,6,1,0
26315,50028284,1,64,0,110,7,0,1,0
26316,7182337,1,19,1,199,2,30,1,34
26317,150965627,0,21,0,40,1,8,1,0
26318,5335417,1,26,1,195,3,9,1,47
26319,145858413,0,15,0,25,7,0,1,0
26321,2015914,0,21,0,75,3,3,8,352
26323,31658722,0,15,0,55,5,6,1,0
26324,25039950,0,12,0,54,6,1,2,0
26325,12528835,0,6,0,90,2,29,2,167
26326,61169465,0,6,0,50,3,1,1,0
26327,75248463,0,54,0,53,2,2,4,54
26328,75248463,0,54,0,59,2,10,4,41
26329,13262918,0,12,0,99,1,15,3,12
26330,10191047,1,5,1,195,3,4,1,0
26331,147721837,0,70,1,160,3,4,2,36
26332,5668108,1,4,1,250,4,7,1,0
26333,38250510,2,81,1,150,2,10,1,89
26334,33589349,2,124,0,85,3,0,1,88
26335,3461768,0,29,0,45,2,1,1,0
26336,117507630,0,15,1,149,5,35,2,12
26337,13500687,0,21,0,60,1,9,1,81
26339,90878763,0,117,0,65,2,2,2,0
26342,151087909,2,37,0,36,1,0,1,89
26345,17742578,0,117,1,79,1,0,1,0
26346,4774053,0,20,1,145,3,23,1,13
26348,151115004,1,2,0,58,1,9,1,248
26349,109371945,1,19,0,70,3,2,1,0
26350,97118521,0,6,0,50,4,5,1,0
26354,33923279,1,2,0,40,3,6,2,0
26355,144857346,1,64,0,111,1,51,3,56
26356,785283,2,49,0,75,2,38,2,0
26357,40507331,1,64,1,325,2,8,1,86
26359,90531953,4,80,0,60,1,16,1,0
26360,42058671,0,21,0,60,3,4,1,0
26362,128490590,4,98,1,120,2,0,1,0
26363,22225802,1,19,1,200,5,0,1,0
26364,151238818,1,8,0,135,7,8,1,363
26365,45044964,2,61,2,41,1,11,2,125
26366,34579576,0,13,1,160,2,1,1,0
26367,676140,0,6,0,80,3,5,1,0
26368,15873714,0,6,0,100,2,6,1,39
26369,151243003,2,112,0,59,1,62,1,54
26370,151249486,4,133,1,65,3,12,1,0
26371,19202566,0,20,1,225,4,0,1,159
26372,19536090,1,27,0,175,3,20,2,239
26373,16144086,1,18,1,100,3,44,1,168
26374,17428620,0,32,0,119,2,1,1,0
26375,150122503,0,90,0,30,3,0,1,27
26377,151189049,2,44,0,32,1,62,1,0
26378,151284868,1,11,1,245,5,13,1,50
26379,17579903,1,23,1,700,3,14,1,258
26380,105631352,1,19,0,90,2,41,3,0
26382,3917497,1,43,1,135,6,10,1,160
26383,7557662,1,23,1,200,1,15,1,29
26384,151293286,0,6,1,120,4,6,1,0
26385,66329,0,13,0,119,1,14,2,78
26386,7608106,1,68,1,196,2,47,1,6
26388,63312104,2,37,0,55,1,41,6,340
26389,142268790,2,63,1,88,2,9,2,54
26390,97044757,1,8,0,78,1,11,2,0
26391,29248621,1,30,0,50,5,5,1,0
26392,8753700,1,7,1,215,2,28,1,6
26393,102618751,0,70,1,300,2,24,1,294
26395,147513,0,34,1,250,1,18,2,0
26396,14085769,2,126,1,125,7,0,1,0
26397,51716739,0,6,1,180,2,13,3,303
26398,151372422,1,27,1,650,2,3,1,0
26400,2326517,1,27,1,695,3,0,1,1
26402,137586595,2,201,1,100,1,3,1,0
26403,2195090,0,15,1,75,1,2,1,0
26405,6378149,0,21,0,50,2,57,3,18
26408,18996093,2,210,0,50,1,6,5,94
26409,151421618,2,95,1,130,4,4,2,145
26410,33167995,0,15,0,70,4,8,1,6
26411,18996093,2,202,0,45,1,17,5,325
26412,15569216,1,8,0,250,2,3,1,94
26413,31929860,1,7,0,155,1,62,4,307
26416,35852743,0,15,1,240,5,57,1,179
26417,76450538,0,79,0,80,4,0,1,0
26418,131638913,0,3,0,35,1,1,1,0
26419,6216526,0,20,0,50,4,1,1,0
26420,65112370,0,6,0,90,3,1,1,0
26421,15475460,0,20,0,65,2,32,1,70
26422,150665890,1,19,0,100,2,0,1,99
26423,31244515,1,7,0,92,3,56,1,14
26424,151530017,1,11,0,425,1,0,1,125
26427,78107584,1,64,1,250,2,34,1,0
26428,1026622,0,33,1,116,7,1,1,0
26429,66060459,0,21,1,120,2,5,1,0
26430,114011720,1,28,0,70,3,2,1,0
26431,151560823,0,147,0,100,1,3,1,2
26432,31605872,2,25,0,76,2,43,1,8
26434,2575895,0,15,1,100,5,2,1,0
26435,63965653,0,21,0,75,4,2,1,0
26436,44170535,1,14,1,125,3,0,2,0
26438,151547086,4,141,0,42,2,6,1,62
26439,48988714,0,12,1,349,1,2,3,105
26440,16359827,1,43,2,299,1,0,1,83
26441,27187487,4,182,0,30,3,5,2,361
26442,1892493,0,147,0,70,2,5,2,46
26443,55527442,1,5,1,1177,3,42,3,284
26444,4421545,1,7,0,110,3,2,1,0
26445,151639981,0,12,0,65,6,1,1,0
26446,151018315,0,70,0,30,1,0,1,174
26447,126141244,0,21,1,120,2,1,1,0
26448,145727343,2,46,0,33,1,7,3,139
26449,21891606,2,44,0,38,2,4,1,175
26450,48638439,2,152,1,200,3,23,2,357
26451,151671343,1,14,1,790,2,42,1,36
26452,151681101,1,1,1,225,5,30,1,0
26453,9232930,2,49,0,90,2,8,1,87
26454,151683441,2,49,0,100,2,1,1,0
26455,104450469,1,27,0,99,2,35,2,129
26457,79105834,2,25,0,55,1,54,9,265
26458,79105834,2,25,0,58,1,62,9,279
26460,45486831,0,6,1,165,3,10,1,158
26462,14719992,0,84,1,106,1,2,3,0
26464,8898944,0,75,1,99,2,28,1,69
26465,33009,1,7,1,180,3,3,1,0
26467,9130390,1,7,1,160,7,3,1,0
26469,6394738,0,21,0,155,1,4,2,0
26470,9356744,0,6,1,185,2,50,1,14
26471,49108760,1,7,0,210,1,4,1,0
26474,151241345,1,4,1,113,1,1,1,0
26475,42631621,0,16,1,160,3,2,1,0
26476,26640554,0,12,1,350,7,3,1,0
26478,33074274,1,2,0,65,6,9,2,333
26479,59518759,1,4,0,90,3,2,1,0
26480,107075694,1,2,0,65,3,3,1,0
26482,137327838,0,79,1,94,2,24,1,12
26485,48861932,1,23,0,80,1,9,1,0
26486,151812737,0,100,1,139,2,64,1,358
26487,11135666,1,4,0,70,1,0,1,0
26488,15692021,0,15,1,400,11,1,1,0
26489,14046692,2,153,0,45,1,1,2,0
26490,75126216,1,30,0,75,3,2,1,0
26491,2749543,1,9,0,100,2,1,1,0
26494,108653826,1,23,1,139,2,2,1,0
26495,152045247,4,181,1,40,2,37,1,35
26497,28270349,2,37,0,100,1,34,2,189
26498,32110549,0,12,0,100,2,2,1,0
26499,33946068,0,15,1,150,2,53,1,160
26500,11855071,1,7,1,273,1,46,1,166
26502,16509617,0,79,1,100,3,0,1,0
26503,152096705,0,113,1,135,2,18,1,0
26504,14945039,1,52,1,400,4,1,1,0
26506,133790239,1,7,0,150,2,0,1,0
26509,127743419,1,2,1,70,3,39,1,4
26512,28066471,1,11,1,150,4,1,1,6
26514,333897,2,44,0,50,1,50,2,341
26515,111020045,0,12,0,100,3,1,1,0
26516,151316042,1,9,0,90,1,58,2,10
26517,25354313,0,15,0,45,3,9,2,0
26518,4324444,0,17,1,175,2,54,1,135
26522,643120,0,12,0,60,4,36,4,0
26523,127985639,0,12,0,45,7,0,1,0
26524,51339741,1,8,0,145,1,43,1,197
26527,134946389,0,6,0,50,2,23,5,0
26529,59959974,2,56,1,180,4,41,1,120
26531,21383928,0,12,1,125,3,40,1,0
26532,49046009,1,8,1,180,5,27,1,0
26533,114975592,2,152,0,70,1,19,4,84
26534,92463274,1,2,1,126,3,15,1,2
26535,67211684,1,19,1,190,4,14,1,0
26537,145187951,0,6,0,50,3,18,2,0
26538,151316042,1,9,0,95,1,55,2,10
26539,28953246,0,6,0,100,1,0,1,0
26540,6378149,0,21,1,115,2,1,3,0
26541,152331348,2,124,1,85,2,33,1,179
26543,152339773,1,14,1,195,5,0,1,0
26544,25311373,0,90,0,79,1,0,2,179
26545,25311373,0,90,0,89,1,3,2,269
26547,152353924,4,133,0,28,3,27,2,214
26548,46019665,0,6,0,55,3,1,1,0
26549,152366935,2,153,1,100,1,42,1,220
26550,12632660,0,13,0,125,3,60,1,0
26551,12317482,0,15,1,150,2,1,1,0
26553,18283,0,20,1,150,3,0,1,0
26554,28839010,0,12,0,115,2,0,1,0
26555,54198006,1,4,0,100,1,35,2,318
26556,10823443,0,6,0,45,4,0,1,0
26557,5760970,2,49,1,150,2,18,2,364
26558,149977050,1,8,1,199,2,27,1,335
26561,56113781,0,21,0,75,1,11,1,0
26563,152493041,0,54,1,180,3,14,1,175
26565,17344471,0,12,0,85,1,28,2,0
26567,12424361,0,15,1,105,3,8,1,188
26568,24523422,0,20,0,70,3,1,1,0
26570,152530167,2,37,1,148,1,24,1,77
26571,5443000,1,19,0,110,2,29,2,0
26573,75563831,2,56,0,43,4,19,2,1
26574,152584041,1,2,1,170,3,44,1,0
26576,17767705,1,4,0,90,2,3,1,0
26578,57013,2,44,1,175,4,2,1,0
26580,152605245,0,0,0,35,3,1,1,0
26583,109930093,1,4,0,115,3,17,2,0
26586,152628203,1,8,1,120,4,7,1,0
26587,150363476,4,133,0,300,2,9,1,0
26588,80772013,0,33,1,200,2,6,1,23
26590,152702239,1,28,0,100,3,5,1,0
26592,2385790,0,6,0,80,1,5,2,0
26596,3778274,1,1,1,120,2,7,2,0
26597,50388251,1,8,0,145,2,0,1,0
26598,146481790,0,3,0,95,1,4,1,0
26599,152760575,2,37,0,100,2,1,1,0
26600,148852095,2,202,0,65,2,21,3,89
26601,24193553,0,20,0,60,10,0,1,89
26602,36450406,1,2,1,100,2,1,1,1
26604,6009690,1,23,1,126,3,4,1,3
26605,152353924,4,133,0,25,3,38,2,119
26607,152852607,1,1,1,185,3,35,1,0
26608,27231066,1,2,1,165,3,22,1,0
26609,48510097,0,21,0,60,2,1,1,0
26611,109074907,1,28,1,150,1,1,1,0
26612,42916011,2,39,0,55,7,1,2,353
26613,42628496,1,7,0,125,1,39,1,0
26614,152872412,0,111,0,59,8,7,1,109
26615,56184689,2,56,0,95,2,13,2,0
26616,152878377,0,22,0,75,3,19,1,78
26617,7055854,1,2,0,1500,5,3,5,219
26619,152882655,0,15,0,75,3,1,1,0
26620,152883368,0,16,0,130,1,14,1,0
26622,152885643,1,28,1,128,4,12,1,0
26624,48812051,1,2,1,120,4,5,1,0
26625,122975,0,13,0,69,5,0,1,0
26626,24929024,1,8,0,47,1,0,1,0
26627,1029090,1,19,1,181,2,10,1,0
26628,19177308,0,21,0,48,2,39,4,179
26629,52876917,1,2,0,50,2,0,1,0
26630,148852095,2,37,0,60,2,24,3,76
26631,148852095,2,37,0,58,3,20,3,88
26634,50383289,0,20,1,225,1,18,1,0
26635,43148410,0,70,0,40,1,7,3,364
26636,16024560,0,75,1,130,2,47,1,165
26639,54198006,1,4,0,150,1,44,2,305
26643,38753504,0,6,0,62,2,28,1,0
26644,57576702,0,3,1,120,2,17,1,8
26645,3183818,0,6,0,55,5,6,1,0
26646,67869496,0,35,1,250,1,0,1,0
26647,153015791,0,6,0,45,3,2,1,0
26648,5400205,0,6,0,120,3,22,1,357
26649,66041795,0,3,0,55,5,2,1,0
26650,8628273,1,19,1,140,2,2,1,0
26651,6429030,0,20,0,100,1,2,1,0
26652,81959199,1,23,0,80,3,23,1,28
26653,46208887,0,15,1,70,7,2,1,0
26655,110965771,2,37,0,200,2,12,7,35
26656,43148410,0,70,0,45,1,6,3,333
26660,138006255,0,100,0,65,1,2,2,365
26663,153083048,0,6,0,59,5,5,1,0
26664,22784412,2,121,0,43,1,9,2,301
26665,42905152,0,20,1,160,10,0,1,42
26666,153018041,2,37,0,95,1,22,2,0
26669,151645438,0,36,1,165,2,0,1,0
26670,147536196,1,23,0,135,1,50,1,32
26671,761943,0,6,1,225,3,12,1,72
26673,32834879,0,20,1,200,3,0,1,0
26674,40100,1,8,1,129,3,2,2,0
26676,4464205,0,21,0,44,2,3,2,0
26677,23386210,1,19,1,142,10,22,1,0
26679,12160369,2,56,1,185,9,6,1,15
26680,87397826,2,25,0,110,4,5,2,0
26685,153189324,0,12,1,115,2,5,2,0
26686,3427065,0,12,0,180,1,1,1,0
26687,11026055,1,9,0,80,4,2,1,0
26689,12528835,0,6,1,125,2,11,2,0
26690,4457116,0,15,1,475,1,29,1,123
26691,75030544,0,6,0,750,1,4,4,89
26692,11951550,2,56,1,86,4,3,1,0
26693,17412395,0,15,0,75,1,55,1,35
26695,153150422,1,14,1,165,2,11,1,2
26696,153251827,2,44,0,55,1,37,1,75
26697,141052003,2,46,0,50,1,7,4,155
26699,153262506,2,159,0,35,1,1,1,0
26700,3603284,2,44,0,90,7,28,1,157
26701,9522664,1,14,0,149,2,19,1,274
26703,5022142,2,44,1,90,4,4,1,0
26705,14278133,0,12,0,78,2,31,3,0
26706,6958919,1,45,0,50,1,0,1,0
26707,953913,0,21,1,250,6,1,1,0
26708,10787061,1,23,1,95,2,5,1,0
26709,22617181,1,23,0,85,1,1,1,0
26710,15277706,0,15,0,100,1,58,1,37
26712,85318599,1,1,1,160,4,12,1,0
26713,140862658,0,6,0,68,1,37,1,0
26714,135320687,1,51,0,85,3,34,2,195
26716,1565284,0,12,1,290,3,6,1,0
26717,153378241,2,44,0,48,3,2,1,0
26718,122642839,1,30,2,60,1,0,1,0
26719,9849167,0,15,0,75,1,34,1,35
26720,24047286,1,14,1,250,4,1,1,0
26721,153388393,1,2,0,50,5,8,1,188
26722,15170042,0,15,0,90,1,0,1,0
26723,31929860,1,7,0,155,1,58,4,304
26724,35902083,1,52,1,220,5,7,1,0
26725,40818755,1,48,1,250,2,22,1,89
26727,525698,0,21,1,325,3,0,1,0
26728,125549620,0,6,0,35,2,1,1,0
26729,110965771,2,37,0,45,2,24,7,57
26731,17330515,0,12,0,78,2,3,1,73
26732,18104303,1,19,0,110,4,23,1,93
26733,45440805,0,6,0,37,10,1,1,0
26736,9890399,1,23,0,60,3,10,1,0
26737,1522036,1,4,1,125,4,1,1,0
26738,145255423,2,56,0,95,1,0,1,177
26739,153497815,0,6,1,5000,2,8,1,0
26740,11369083,0,36,1,115,2,2,1,0
26741,153509107,1,68,1,250,1,0,1,0
26742,4444524,0,13,0,179,2,6,1,0
26743,57460773,1,2,1,99,2,63,1,18
26744,128895953,0,117,0,65,3,3,1,364
26745,45688062,1,2,0,125,4,0,1,0
26747,11005274,1,28,1,125,5,48,1,2
26748,57169534,1,11,1,295,2,7,1,365
26749,19001556,1,19,1,200,2,3,2,0
26750,78414842,1,52,0,200,3,9,1,0
26751,4476859,0,21,0,60,2,1,1,0
26756,8896831,2,25,0,125,2,21,1,128
26757,17627575,0,6,0,38,2,15,1,0
26758,51846382,0,3,1,220,2,57,1,77
26760,10653881,0,16,1,150,2,2,2,0
26761,64609445,0,3,0,58,1,48,2,0
26762,4144536,1,7,0,160,2,30,1,162
26763,139490165,0,21,1,130,2,7,3,0
26764,153635280,1,28,1,200,4,1,1,0
26765,27187487,4,182,0,35,3,7,2,357
26770,153662409,0,21,0,40,2,23,1,8
26771,31929860,1,7,1,525,1,21,4,292
26772,153664491,2,81,1,85,2,1,1,0
26773,19541889,1,8,1,253,3,1,1,0
26774,41306788,1,28,1,275,3,1,1,0
26775,22004774,1,14,0,110,2,2,1,0
26777,56197328,1,45,1,573,3,1,2,0
26778,143168243,2,49,0,80,1,0,1,0
26779,1819910,1,28,1,170,2,51,1,33
26780,2082420,2,44,1,135,5,36,1,325
26782,123320165,1,4,1,120,5,20,1,341
26783,1189195,0,12,1,195,3,4,1,0
26784,153180105,3,151,1,115,2,29,1,71
26785,45697749,0,6,0,70,2,10,2,0
26787,44295724,1,2,1,200,3,25,1,0
26788,20408271,0,123,1,150,1,2,2,0
26789,16977462,1,8,0,125,5,38,1,54
26790,7784696,2,44,1,75,3,9,1,0
26795,14552154,1,1,0,231,2,12,4,165
26796,20583151,0,21,0,95,1,1,1,89
26798,8857758,2,126,1,89,3,27,2,143
26799,59262205,0,6,0,55,1,40,3,146
26800,19985344,1,28,1,155,2,22,1,7
26801,153826581,4,105,0,77,2,36,1,5
26803,31120110,1,30,1,95,5,3,1,0
26804,5664549,1,52,1,250,4,4,1,43
26805,133146682,0,12,2,45,1,2,1,0
26806,68557372,1,2,0,75,1,60,2,182
26807,51200621,0,21,1,100,3,3,1,0
26809,148787736,0,34,1,130,1,10,2,46
26810,19424541,1,28,1,840,4,2,2,24
26811,46343506,1,43,0,250,3,1,1,365
26812,25265179,1,64,1,250,1,9,1,0
26813,33294012,1,101,1,300,2,1,1,0
26814,4976240,1,5,1,100,7,26,1,2
26815,752478,1,27,1,200,2,0,1,0
26816,153921305,0,79,1,120,2,54,1,90
26817,153927396,2,125,0,55,1,28,1,359
26818,145825873,1,2,0,160,3,10,4,236
26819,127450357,0,15,0,85,1,16,1,0
26821,152622375,0,70,1,85,2,3,2,151
26822,14103991,2,37,0,40,2,29,4,314
26823,38664335,0,54,1,150,1,6,1,44
26824,56537951,1,2,1,230,2,2,1,0
26825,128372045,0,22,0,40,2,9,1,71
26826,970375,1,52,1,130,3,43,1,7
26827,47735494,2,87,0,50,1,15,4,0
26830,16727881,2,49,0,40,2,1,1,363
26831,153988027,2,31,1,255,4,42,1,285
26833,117385673,1,19,0,105,3,1,2,0
26834,8345378,0,6,0,130,2,20,1,64
26835,23722110,0,12,1,350,7,29,1,284
26836,154037433,2,46,0,35,1,65,3,52
26837,33036193,1,19,0,120,10,31,2,17
26838,154037433,2,46,0,68,1,14,3,13
26839,5791944,1,2,0,55,2,1,1,0
26840,29236921,0,21,0,49,2,16,1,0
26843,21210879,0,15,1,298,3,24,1,265
26845,123354518,0,21,0,50,2,0,2,0
26846,30706232,2,56,0,40,1,2,1,0
26847,10994839,1,23,0,150,2,32,1,76
26849,91299100,1,8,1,175,4,0,2,0
26850,154095549,0,6,0,60,7,0,2,49
26851,25178532,1,8,1,250,7,1,1,0
26852,122920689,0,54,0,43,4,1,1,312
26853,137389534,0,6,1,265,4,16,1,144
26854,76021267,0,15,0,60,7,10,1,126
26855,38681422,0,12,1,400,1,2,1,0
26856,154106207,2,56,0,180,6,0,1,83
26857,48626585,0,13,1,235,5,5,1,0
26858,49614264,0,70,0,52,2,3,1,89
26859,15357689,1,8,1,250,3,4,1,3
26860,3023513,2,25,1,130,3,2,1,0
26862,154128335,2,46,0,50,2,49,4,108
26863,60758194,0,100,1,160,2,1,1,191
26864,130667097,0,12,1,300,1,1,2,347
26865,44439712,1,4,0,70,4,23,1,80
26867,154184894,2,107,0,130,2,0,2,0
26868,154184894,2,107,0,120,2,0,2,0
26870,510745,0,12,0,80,2,1,2,0
26872,148237535,0,100,0,80,3,1,4,364
26874,145543998,0,15,0,60,10,2,1,0
26875,154206608,0,54,1,400,1,50,1,329
26876,12404709,1,19,0,100,2,55,2,25
26877,51547093,1,23,2,68,1,5,2,0
26878,146933726,0,15,1,120,1,49,1,276
26880,33776141,1,26,0,100,2,1,1,0
26881,148237535,0,100,0,80,3,1,4,364
26884,154232402,0,6,1,185,3,19,1,363
